title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,start_year,runtime_minutes,genres,averagerating,numvotes
toy story 3,BV,415000000.0,652000000.0,2010,tt0435761,toy story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218
inception,WB,292600000.0,535700000.0,2010,tt1375666,inception,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066
shrek forever after,P/DW,238700000.0,513900000.0,2010,tt0892791,shrek forever after,2010,93.0,"Adventure,Animation,Comedy",6.3,167532
the twilight saga: eclipse,Sum.,300500000.0,398000000.0,2010,tt1325004,the twilight saga: eclipse,2010,124.0,"Adventure,Drama,Fantasy",5.0,211733
iron man 2,Par.,312400000.0,311500000.0,2010,tt1228705,iron man 2,2010,124.0,"Action,Adventure,Sci-Fi",7.0,657690
tangled,BV,200800000.0,391000000.0,2010,tt0398286,tangled,2010,100.0,"Adventure,Animation,Comedy",7.8,366366
despicable me,Uni.,251500000.0,291600000.0,2010,tt1323594,despicable me,2010,95.0,"Animation,Comedy,Family",7.7,464511
how to train your dragon,P/DW,217600000.0,277300000.0,2010,tt0892769,how to train your dragon,2010,98.0,"Action,Adventure,Animation",8.1,611299
the chronicles of narnia: the voyage of the dawn treader,Fox,104400000.0,311300000.0,2010,tt0980970,the chronicles of narnia: the voyage of the dawn treader,2010,113.0,"Adventure,Family,Fantasy",6.3,129663
the king's speech,Wein.,135500000.0,275400000.0,2010,tt1504320,the king's speech,2010,118.0,"Biography,Drama,History",8.0,593629
the karate kid,Sony,176600000.0,182500000.0,2010,tt1155076,the karate kid,2010,140.0,"Action,Drama,Family",6.2,146401
prince of persia: the sands of time,BV,90800000.0,245600000.0,2010,tt0473075,prince of persia: the sands of time,2010,116.0,"Action,Adventure,Fantasy",6.6,254975
black swan,FoxS,107000000.0,222400000.0,2010,tt0947798,black swan,2010,108.0,"Drama,Thriller",8.0,648854
megamind,P/DW,148400000.0,173500000.0,2010,tt1001526,megamind,2010,95.0,"Action,Animation,Comedy",7.3,207488
robin hood,Uni.,105300000.0,216400000.0,2010,tt0955308,robin hood,2010,140.0,"Action,Adventure,Drama",6.6,239480
robin hood,Uni.,105300000.0,216400000.0,2010,tt2363363,robin hood,2013,92.0,"Action,Drama",6.3,78
robin hood,Uni.,105300000.0,216400000.0,2010,tt4532826,robin hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588
robin hood,Uni.,105300000.0,216400000.0,2010,tt6858500,robin hood,2018,87.0,Unknown,7.6,5
the last airbender,Par.,131800000.0,187900000.0,2010,tt0938283,the last airbender,2010,103.0,"Action,Adventure,Family",4.1,137734
little fockers,Uni.,148400000.0,162200000.0,2010,tt0970866,little fockers,2010,98.0,"Comedy,Romance",5.5,99222
resident evil: afterlife,SGem,60100000.0,240100000.0,2010,tt1220634,resident evil: afterlife,2010,96.0,"Action,Adventure,Horror",5.9,153270
shutter island,Par.,128000000.0,166800000.0,2010,tt1130884,shutter island,2010,138.0,"Mystery,Thriller",8.1,1005960
salt,Sony,118300000.0,175200000.0,2010,tt0944835,salt,2010,100.0,"Action,Mystery,Thriller",6.4,277204
sex and the city 2,WB (NL),95300000.0,193000000.0,2010,tt1261945,sex and the city 2,2010,146.0,"Comedy,Drama,Romance",4.4,69199
the tourist,Sony,67600000.0,210700000.0,2010,tt1243957,the tourist,2010,103.0,"Action,Adventure,Thriller",6.0,206714
the expendables,LGF,103100000.0,171400000.0,2010,tt1320253,the expendables,2010,103.0,"Action,Adventure,Thriller",6.5,307897
grown ups,Sony,162000000.0,109400000.0,2010,tt1375670,grown ups,2010,102.0,Comedy,6.0,210377
true grit,Par.,171200000.0,81000000.0,2010,tt1403865,true grit,2010,110.0,"Adventure,Drama,Western",7.6,284034
gulliver's travels,Fox,42800000.0,194600000.0,2010,tt1320261,gulliver's travels,2010,85.0,"Adventure,Comedy,Family",4.9,61178
percy jackson & the olympians: the lightning thief,Fox,88800000.0,137700000.0,2010,tt0814255,percy jackson & the olympians: the lightning thief,2010,118.0,"Adventure,Family,Fantasy",5.9,165108
the social network,Sony,97000000.0,128000000.0,2010,tt1285016,the social network,2010,120.0,"Biography,Drama",7.7,568578
valentine's day,WB (NL),110500000.0,106000000.0,2010,tt0817230,valentine's day,2010,125.0,"Comedy,Romance",5.7,107171
the sorcerer's apprentice,BV,63200000.0,152100000.0,2010,tt0963966,the sorcerer's apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862
due date,WB,100500000.0,111200000.0,2010,tt1231583,due date,2010,95.0,"Adventure,Comedy",6.5,303523
eat pray love,Sony,80600000.0,124000000.0,2010,tt0879870,eat pray love,2010,133.0,"Drama,Romance",5.8,77709
yogi bear,WB,100200000.0,101300000.0,2010,tt1302067,yogi bear,2010,80.0,"Adventure,Animation,Comedy",4.6,18934
red,Sum.,90400000.0,108600000.0,2010,tt1245526,red,2010,111.0,"Action,Comedy,Crime",7.1,271570
red,Sum.,90400000.0,108600000.0,2010,tt2181948,red,2014,87.0,Thriller,5.8,9
red,Sum.,90400000.0,108600000.0,2010,tt4170206,red,2014,107.0,Drama,8.4,8
red,Sum.,90400000.0,108600000.0,2010,tt8851190,red,2018,90.0,Drama,8.1,26
paranormal activity 2,Par.,84800000.0,92800000.0,2010,tt1536044,paranormal activity 2,2010,91.0,Horror,5.7,93122
the a-team,Fox,77200000.0,100000000.0,2010,tt0429493,the a-team,2010,117.0,"Action,Adventure,Thriller",6.8,235256
the other guys,Sony,119200000.0,51200000.0,2010,tt1386588,the other guys,2010,107.0,"Action,Comedy,Crime",6.7,221664
unstoppable,Fox,81600000.0,86200000.0,2010,tt0477080,unstoppable,2010,98.0,"Action,Thriller",6.8,173019
unstoppable,Fox,81600000.0,86200000.0,2010,tt3070502,unstoppable,2013,65.0,Documentary,4.3,551
unstoppable,Fox,81600000.0,86200000.0,2010,tt9225192,unstoppable,2018,116.0,"Action,Crime",6.5,576
unstoppable,Fox,81600000.0,86200000.0,2010,tt9906218,unstoppable,2019,84.0,Documentary,8.1,8
the book of eli,WB,94800000.0,62300000.0,2010,tt1037705,the book of eli,2010,118.0,"Action,Adventure,Drama",6.9,271307
the town,WB,92200000.0,61800000.0,2010,tt0840361,the town,2010,125.0,"Crime,Drama,Thriller",7.6,322524
date night,Fox,98700000.0,53600000.0,2010,tt1279935,date night,2010,88.0,"Comedy,Crime,Romance",6.3,144683
legend of the guardians: the owls of ga'hoole,WB,55700000.0,84400000.0,2010,tt1219342,legend of the guardians: the owls of ga'hoole,2010,97.0,"Action,Adventure,Animation",7.0,73790
the wolfman,Uni.,62000000.0,77800000.0,2010,tt0780653,the wolfman,2010,103.0,"Drama,Fantasy,Horror",5.8,97873
the bounty hunter,Sony,67099999.0,69300000.0,2010,tt1038919,the bounty hunter,2010,110.0,"Action,Comedy,Romance",5.6,112444
the bounty hunter,Sony,67099999.0,69300000.0,2010,tt1472211,the bounty hunter,2010,87.0,Unknown,6.3,29
wall street: money never sleeps,Fox,52500000.0,82300000.0,2010,tt1027718,wall street: money never sleeps,2010,133.0,Drama,6.2,93486
the fighter,Par.,93600000.0,35600000.0,2010,tt0964517,the fighter,2010,116.0,"Biography,Drama,Sport",7.8,316539
predators,Fox,52000000.0,75200000.0,2010,tt1424381,predators,2010,107.0,"Action,Adventure,Sci-Fi",6.4,199764
dear john,SGem,80000000.0,35000000.0,2010,tt0989757,dear john,2010,108.0,"Drama,Romance,War",6.3,128657
cats & dogs: the revenge of kitty galore,WB,43600000.0,68900000.0,2010,tt1287468,cats & dogs: the revenge of kitty galore,2010,82.0,"Action,Comedy,Family",4.3,12642
tooth fairy,Fox,60000000.0,52400000.0,2010,tt0808510,tooth fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939
tooth fairy,Fox,60000000.0,52400000.0,2010,tt7906260,tooth fairy,2019,86.0,Horror,2.6,64
life as we know it,WB,53400000.0,52300000.0,2010,tt1055292,life as we know it,2010,114.0,"Comedy,Drama,Romance",6.6,113077
hereafter,WB,32700000.0,72500000.0,2010,tt1212419,hereafter,2010,129.0,"Drama,Fantasy,Romance",6.5,87288
the girl with the dragon tattoo,MBox,10100000.0,94300000.0,2010,tt1568346,the girl with the dragon tattoo,2011,158.0,"Crime,Drama,Mystery",7.8,387580
killers,LGF,47100000.0,51100000.0,2010,tt1103153,killers,2010,100.0,"Action,Comedy,Romance",5.4,82237
killers,LGF,47100000.0,51100000.0,2010,tt2409300,killers,2014,137.0,"Action,Crime,Drama",6.5,4472
kick-ass,LGF,48100000.0,48100000.0,2010,tt1250777,kick-ass,2010,117.0,"Action,Comedy",7.6,497363
green zone,Uni.,35100000.0,59800000.0,2010,tt0947810,green zone,2010,115.0,"Action,Drama,Thriller",6.8,122132
nanny mcphee returns,Uni.,29000000.0,64200000.0,2010,tt1415283,nanny mcphee returns,2010,109.0,"Comedy,Family,Fantasy",6.1,25048
get him to the greek,Uni.,61000000.0,30300000.0,2010,tt1226229,get him to the greek,2010,109.0,"Adventure,Comedy,Music",6.4,161653
burlesque,SGem,39400000.0,50100000.0,2010,tt1126591,burlesque,2010,119.0,"Drama,Music,Musical",6.4,71021
burlesque,SGem,39400000.0,50100000.0,2010,tt1586713,burlesque,2010,87.0,Drama,7.0,45
the last song,BV,63000000.0,26100000.0,2010,tt1294226,the last song,2010,107.0,"Drama,Music,Romance",6.0,74914
dinner for schmucks,P/DW,73000000.0,13800000.0,2010,tt0427152,dinner for schmucks,2010,114.0,Comedy,5.9,91546
marmaduke,Fox,33600000.0,50100000.0,2010,tt1392197,marmaduke,2010,87.0,"Comedy,Family",4.2,13283
piranha 3d,W/Dim.,25000000.0,58200000.0,2010,tt0464154,piranha 3d,2010,88.0,"Comedy,Horror",5.4,81327
edge of darkness,WB,43300000.0,37800000.0,2010,tt1226273,edge of darkness,2010,117.0,"Crime,Drama,Mystery",6.6,84753
vampires suck,Fox,36700000.0,43900000.0,2010,tt1666186,vampires suck,2010,82.0,Comedy,3.4,43984
letters to juliet,Sum.,53000000.0,26100000.0,2010,tt0892318,letters to juliet,2010,105.0,"Adventure,Comedy,Drama",6.6,86137
the back-up plan,CBS,37500000.0,40000000.0,2010,tt1212436,the back-up plan,2010,104.0,"Comedy,Romance",5.4,46128
diary of a wimpy kid,Fox,64000000.0,11700000.0,2010,tt1196141,diary of a wimpy kid,2010,94.0,"Comedy,Drama,Family",6.2,38640
easy a,SGem,58400000.0,16600000.0,2010,tt1282140,easy a,2010,92.0,"Comedy,Drama,Romance",7.1,330125
takers,SGem,57700000.0,11300000.0,2010,tt1135084,takers,2010,107.0,"Action,Crime,Thriller",6.2,53377
the american,Focus,35600000.0,32299999.0,2010,tt1440728,the american,2010,105.0,"Crime,Drama,Thriller",6.3,86863
the last exorcism,LGF,41000000.0,26700000.0,2010,tt1320244,the last exorcism,2010,87.0,"Drama,Horror,Thriller",5.6,45815
the next three days,LGF,21100000.0,46300000.0,2010,tt1458175,the next three days,2010,133.0,"Action,Crime,Drama",7.4,168066
skyline,Uni.,21400000.0,45400000.0,2010,tt1564585,skyline,2010,92.0,"Action,Sci-Fi,Thriller",4.4,83710
hot tub time machine,MGM,50300000.0,14300000.0,2010,tt1231587,hot tub time machine,2010,101.0,"Comedy,Sci-Fi",6.4,153962
devil,Uni.,33600000.0,29100000.0,2010,tt1314655,devil,2010,80.0,"Horror,Mystery,Thriller",6.2,122080
127 hours,FoxS,18300000.0,42400000.0,2010,tt1542344,127 hours,2010,94.0,"Adventure,Biography,Drama",7.6,323949
secretariat,BV,59700000.0,537000.0,2010,tt1028576,secretariat,2010,123.0,"Biography,Drama,Family",7.2,24536
the ghost writer,Sum.,15500000.0,44700000.0,2010,tt1139328,the ghost writer,2010,128.0,"Drama,Mystery,Thriller",7.2,148274
morning glory,Par.,31000000.0,29000000.0,2010,tt1126618,morning glory,2010,107.0,"Comedy,Drama,Romance",6.5,67367
remember me,Sum.,19100000.0,37000000.0,2010,tt1403981,remember me,2010,113.0,"Drama,Romance",7.1,129443
remember me,Sum.,19100000.0,37000000.0,2010,tt4843358,remember me,2016,85.0,Comedy,5.2,72
cop out,WB,44900000.0,10700000.0,2010,tt1385867,cop out,2010,107.0,"Action,Comedy,Crime",5.6,81656
the crazies,Over.,39100000.0,15700000.0,2010,tt0455407,the crazies,2010,101.0,"Horror,Thriller",6.5,104465
from paris with love,LGF,24100000.0,28700000.0,2010,tt1179034,from paris with love,2010,92.0,"Action,Crime,Thriller",6.5,107079
alpha and omega,LGF,25100000.0,25400000.0,2010,tt1213012,alpha and omega,2010,90.0,"Adventure,Animation,Comedy",5.3,12463
the switch,Mira.,27800000.0,22100000.0,2010,tt0889573,the switch,2010,101.0,"Comedy,Drama,Romance",6.1,90661
she's out of my league,Par.,32000000.0,17800000.0,2010,tt0815236,she's out of my league,2010,104.0,"Comedy,Romance",6.4,117245
how do you know,Sony,30200000.0,18500000.0,2010,tt1341188,how do you know,2010,121.0,"Comedy,Drama,Romance",5.4,41072
charlie st. cloud,Uni.,31200000.0,17000000.0,2010,tt1438254,charlie st. cloud,2010,99.0,"Drama,Fantasy,Romance",6.5,55016
scott pilgrim vs. the world,Uni.,31500000.0,16100000.0,2010,tt0446029,scott pilgrim vs. the world,2010,112.0,"Action,Comedy,Fantasy",7.5,339338
heartbreaker,IFC,504000.0,46900000.0,2010,tt1465487,heartbreaker,2010,105.0,"Comedy,Romance",6.8,23995
the spy next door,LGF,24300000.0,20900000.0,2010,tt1273678,the spy next door,2010,94.0,"Action,Comedy,Family",5.5,36767
machete,Fox,26600000.0,17500000.0,2010,tt0985694,machete,2010,105.0,"Action,Crime,Thriller",6.6,182320
the man from nowhere,CJ,528000.0,42500000.0,2010,tt1527788,the man from nowhere,2010,119.0,"Action,Drama,Thriller",7.8,55247
when in rome,BV,32700000.0,10400000.0,2010,tt1185416,when in rome,2010,91.0,"Comedy,Romance",5.6,57396
my name is khan,FoxS,4000000.0,38300000.0,2010,tt1188996,my name is khan,2010,165.0,Drama,8.0,90988
my name is khan,FoxS,4000000.0,38300000.0,2010,tt3112992,my name is khan,2013,87.0,Action,4.5,138
going the distance,WB (NL),17800000.0,24200000.0,2010,tt1322312,going the distance,2010,102.0,"Comedy,Romance",6.3,54421
going the distance,WB (NL),17800000.0,24200000.0,2010,tt6135412,going the distance,2016,117.0,Unknown,3.9,13
for colored girls,LGF,37700000.0,17300.0,2010,tt1405500,for colored girls,2010,133.0,Drama,6.1,6728
furry vengeance,Sum.,17600000.0,18600000.0,2010,tt0492389,furry vengeance,2010,92.0,"Comedy,Family",3.8,14700
faster,CBS,23200000.0,12400000.0,2010,tt1433108,faster,2010,98.0,"Action,Crime,Drama",6.5,93618
the kids are all right,Focus,20800000.0,13900000.0,2010,tt0842926,the kids are all right,2010,106.0,"Comedy,Drama,Romance",7.0,120656
you will meet a tall dark stranger,SPC,3200000.0,31000000.0,2010,tt1182350,you will meet a tall dark stranger,2010,98.0,"Comedy,Drama,Romance",6.3,41608
leap year,Uni.,25900000.0,6700000.0,2010,tt1216492,leap year,2010,100.0,"Comedy,Romance",6.5,86125
leap year,Uni.,25900000.0,6700000.0,2010,tt1537401,leap year,2010,94.0,"Drama,Romance",5.9,2211
you again,BV,25700000.0,6300000.0,2010,tt1414382,you again,2010,105.0,"Comedy,Family,Romance",5.8,46690
the losers,WB,23600000.0,5800000.0,2010,tt0480255,the losers,2010,97.0,"Action,Adventure,Crime",6.4,83876
the losers,WB,23600000.0,5800000.0,2010,tt3746918,the losers,2013,112.0,Drama,1.7,70
ramona and beezus,Fox,26200000.0,1100000.0,2010,tt0493949,ramona and beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086
let me in,Over.,12100000.0,12000000.0,2010,tt1228987,let me in,2010,116.0,"Drama,Fantasy,Horror",7.1,107012
let me in,Over.,12100000.0,12000000.0,2010,tt7122852,let me in,2017,74.0,Horror,5.1,7
just wright,FoxS,21500000.0,29900.0,2010,tt1407061,just wright,2010,100.0,"Comedy,Romance,Sport",5.9,12466
our family wedding,FoxS,20300000.0,1200000.0,2010,tt1305583,our family wedding,2010,103.0,"Comedy,Romance",4.9,6417
my soul to take,Uni.,14700000.0,6200000.0,2010,tt0872230,my soul to take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381
country strong,SGem,20200000.0,310000.0,2010,tt1555064,country strong,2010,117.0,"Drama,Music",6.3,16296
another year,SPC,3200000.0,16500000.0,2010,tt1431181,another year,2010,129.0,"Comedy,Drama",7.3,26273
another year,SPC,3200000.0,16500000.0,2010,tt3508808,another year,2014,107.0,"Drama,Romance",6.6,294
another year,SPC,3200000.0,16500000.0,2010,tt5886728,another year,2016,181.0,Documentary,7.2,40
buried,LGF,1000000.0,18100000.0,2010,tt1462758,buried,2010,95.0,"Drama,Mystery,Thriller",7.0,139426
buried,LGF,1000000.0,18100000.0,2010,tt4540326,buried,2011,95.0,Thriller,6.0,5
repo men,Uni.,13800000.0,4600000.0,2010,tt1053424,repo men,2010,111.0,"Action,Crime,Sci-Fi",6.3,96144
the nutcracker in 3d,Free,195000.0,16000000.0,2010,tt1041804,the nutcracker in 3d,2010,110.0,"Action,Family,Fantasy",4.3,3119
sea rex 3d: journey to a prehistoric world,3D,6100000.0,9900000.0,2010,tt1529567,sea rex 3d: journey to a prehistoric world,2010,41.0,Documentary,6.9,364
i hate luv storys,UTV,848000.0,14900000.0,2010,tt1667838,i hate luv storys,2010,129.0,"Comedy,Drama,Romance",5.7,6921
extraordinary measures,CBS,12100000.0,3100000.0,2010,tt1244659,extraordinary measures,2010,106.0,Drama,6.5,15673
somewhere,Focus,1800000.0,12200000.0,2010,tt1421051,somewhere,2010,97.0,"Comedy,Drama",6.3,40250
winter's bone,RAtt.,6500000.0,7300000.0,2010,tt1399683,winter's bone,2010,100.0,"Drama,Mystery",7.2,127751
the last station,SPC,6600000.0,6900000.0,2010,tt2627798,the last station,2011,87.0,Drama,3.8,6
the last station,SPC,6600000.0,6900000.0,2010,tt3436064,the last station,2012,90.0,Documentary,7.6,10
raajneeti,UTV,1500000.0,11100000.0,2010,tt1291465,raajneeti,2010,163.0,"Crime,Drama",7.2,15214
made in dagenham,SPC,1100000.0,11300000.0,2010,tt1371155,made in dagenham,2010,113.0,"Biography,Comedy,Drama",7.2,13121
blue valentine,Wein.,9700000.0,2600000.0,2010,tt1120985,blue valentine,2010,112.0,"Drama,Romance",7.4,170089
tamara drewe,SPC,560000.0,11400000.0,2010,tt1486190,tamara drewe,2010,107.0,"Comedy,Drama,Romance",6.2,19362
chloe,SPC,3100000.0,8600000.0,2010,tt1833881,chloe,2013,73.0,"Drama,Music,Romance",6.9,34
the warrior's way,Rela.,5700000.0,5400000.0,2010,tt1032751,the warrior's way,2010,100.0,"Action,Fantasy,Western",6.3,24271
jonah hex,WB,10500000.0,356000.0,2010,tt1075747,jonah hex,2010,81.0,"Action,Drama,Fantasy",4.7,51860
cyrus,FoxS,7500000.0,2500000.0,2010,tt1327709,cyrus,2010,87.0,"Crime,Horror,Mystery",4.7,944
cyrus,FoxS,7500000.0,2500000.0,2010,tt1336617,cyrus,2010,91.0,"Comedy,Drama,Romance",6.3,32457
conviction,FoxS,6800000.0,2900000.0,2010,tt1244754,conviction,2010,107.0,"Biography,Crime,Drama",7.2,39771
conviction,FoxS,6800000.0,2900000.0,2010,tt7799386,conviction,2018,110.0,Drama,7.0,234
babies,Focus,7300000.0,2200000.0,2010,tt1020938,babies,2010,79.0,Documentary,7.1,6672
stone,Over.,1800000.0,7700000.0,2010,tt1423995,stone,2010,105.0,"Drama,Thriller",5.4,38667
stone,Over.,1800000.0,7700000.0,2010,tt2156825,stone,2012,90.0,"Crime,Drama,Thriller",5.6,607
never let me go,FoxS,2400000.0,7000000.0,2010,tt1334260,never let me go,2010,103.0,"Drama,Romance,Sci-Fi",7.1,130084
macgruber,Uni.,8500000.0,797000.0,2010,tt1470023,macgruber,2010,90.0,"Action,Comedy,Romance",5.5,39782
inside job,SPC,4300000.0,3600000.0,2010,tt1645089,inside job,2010,109.0,"Crime,Documentary",8.3,65304
the joneses,RAtt.,1500000.0,5500000.0,2010,tt1152830,the joneses,2011,117.0,"Comedy,Drama",6.9,87
the joneses,RAtt.,1500000.0,5500000.0,2010,tt4360484,the joneses,2016,80.0,"Biography,Documentary",5.9,15
centurion,Magn.,124000.0,6700000.0,2010,tt1020558,centurion,2010,97.0,"Action,Adventure,Drama",6.4,74085
animal kingdom,SPC,1000000.0,5700000.0,2010,tt1313092,animal kingdom,2010,113.0,"Crime,Drama",7.3,51576
it's kind of a funny story,Focus,6400000.0,128000.0,2010,tt0804497,it's kind of a funny story,2010,101.0,"Comedy,Drama,Romance",7.1,125583
greenberg,Focus,4200000.0,1900000.0,2010,tt1234654,greenberg,2010,107.0,"Comedy,Drama,Romance",6.1,33702
exit through the gift shop,PDA,3300000.0,2000000.0,2010,tt1587707,exit through the gift shop,2010,87.0,"Comedy,Crime,Documentary",8.0,58721
rabbit hole,LGF,2200000.0,2900000.0,2010,tt0935075,rabbit hole,2010,91.0,Drama,7.0,45357
vision,Zeit.,435000.0,4600000.0,2010,tt7566518,vision,2018,109.0,Drama,5.4,322
the runaways,App.,3600000.0,1100000.0,2010,tt1017451,the runaways,2010,106.0,"Biography,Drama,Music",6.6,43792
the runaways,App.,3600000.0,1100000.0,2010,tt6168914,the runaways,2019,108.0,Adventure,9.2,47
four lions,Drft.,305000.0,4400000.0,2010,tt1341167,four lions,2010,97.0,"Comedy,Crime,Drama",7.3,66209
please give,SPC,4000000.0,280000.0,2010,tt0878835,please give,2010,87.0,"Comedy,Drama",6.6,10652
monsters,Magn.,237000.0,4000000.0,2010,tt1470827,monsters,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332
monsters,Magn.,237000.0,4000000.0,2010,tt5253186,monsters,2015,87.0,Horror,4.0,6
rare exports: a christmas tale,Osci.,236000.0,3800000.0,2010,tt1401143,rare exports: a christmas tale,2010,84.0,"Adventure,Fantasy,Horror",6.7,23923
the killer inside me,IFC,217000.0,3800000.0,2010,tt0954947,the killer inside me,2010,109.0,"Crime,Drama,Horror",6.1,31727
catfish,Rog.,3200000.0,242000.0,2010,tt1584016,catfish,2010,87.0,"Documentary,Drama,Mystery",7.1,38656
wild target,Free,109000.0,3300000.0,2010,tt1235189,wild target,2010,98.0,"Action,Comedy,Crime",6.8,33915
kites,Relbig.,1600000.0,1300000.0,2010,tt1198101,kites,2010,123.0,"Action,Drama,Romance",6.1,11353
letters to god,Viv.,2800000.0,60300.0,2010,tt1462054,letters to god,2010,110.0,"Drama,Family",6.3,4443
twelve,Hann.,184000.0,2400000.0,2010,tt1407084,twelve,2010,93.0,"Action,Crime,Drama",5.7,11533
twelve,Hann.,184000.0,2400000.0,2010,tt5001140,twelve,2015,87.0,Comedy,8.4,17
twelve,Hann.,184000.0,2400000.0,2010,tt7033498,twelve,2019,92.0,"Family,Sport",6.5,132
tees maar khan,UTV,1100000.0,1400000.0,2010,tt1572311,tees maar khan,2010,135.0,"Comedy,Crime",2.6,10122
housefull,Eros,1200000.0,1200000.0,2010,tt1573072,housefull,2010,144.0,Comedy,5.5,11089
housefull,Eros,1200000.0,1200000.0,2010,tt4991978,housefull,2013,87.0,Family,3.9,8
golmaal 3,Eros,1100000.0,935000.0,2010,tt1562859,golmaal 3,2010,155.0,"Action,Comedy",5.4,6616
cairo time,IFC,1600000.0,391000.0,2010,tt4370382,cairo time,2014,110.0,"Comedy,Drama,Romance",6.1,167
flipped,WB,1800000.0,0.0,2010,tt0817177,flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937
flipped,WB,1800000.0,0.0,2010,tt2388050,flipped,2015,90.0,"Drama,Thriller",6.0,440
guzaarish,UTV,1000000.0,695000.0,2010,tt1438298,guzaarish,2010,126.0,Drama,7.5,15402
anjaana anjaani,Eros,855000.0,761000.0,2010,tt1499201,anjaana anjaani,2010,151.0,"Comedy,Drama,Musical",5.8,5533
restrepo,NGE,1300000.0,105000.0,2010,tt1559549,restrepo,2010,93.0,"Documentary,War",7.5,20691
raavan,Relbig.,709000.0,648000.0,2010,tt1334470,raavan,2010,130.0,"Action,Adventure,Crime",5.4,3847
howl,Osci.,617000.0,566000.0,2010,tt1049402,howl,2010,84.0,"Biography,Drama,Romance",6.8,12096
howl,Osci.,617000.0,566000.0,2010,tt2393827,howl,2015,89.0,"Action,Fantasy,Horror",5.3,9732
casino jack,ATO,1000000.0,40700.0,2010,tt1194417,casino jack,2010,108.0,"Biography,Comedy,Crime",6.2,16191
leaving,IFC,176000.0,893000.0,2010,tt1464251,leaving,2011,94.0,"Comedy,Drama",6.0,202
khatta meetha,Eros,542000.0,499000.0,2010,tt1455811,khatta meetha,2010,157.0,"Comedy,Crime,Drama",5.8,8448
we are family,UTV,638000.0,393000.0,2010,tt1428459,we are family,2010,115.0,"Drama,Family",5.6,2614
we are family,UTV,638000.0,393000.0,2010,tt1496040,we are family,2017,87.0,"Comedy,Drama",2.6,30
we are family,UTV,638000.0,393000.0,2010,tt1714920,we are family,2012,100.0,Comedy,5.0,259
we are family,UTV,638000.0,393000.0,2010,tt4926822,we are family,2016,99.0,Comedy,6.1,712
we are family,UTV,638000.0,393000.0,2010,tt4956994,we are family,2015,87.0,"Comedy,Drama,Family",4.9,26
break ke baad,Relbig.,428000.0,389000.0,2010,tt1578261,break ke baad,2010,118.0,"Comedy,Drama,Romance",5.2,3651
no problem,Eros,285000.0,369000.0,2010,tt1431122,no problem,2010,139.0,"Action,Comedy,Crime",4.2,1880
all good things,Magn.,582000.0,62500.0,2010,tt1175709,all good things,2010,101.0,"Crime,Drama,Mystery",6.3,49684
jack goes boating,Over.,542000.0,77600.0,2010,tt1278379,jack goes boating,2010,91.0,"Drama,Romance",6.4,7644
holy rollers,FInd.,303000.0,305000.0,2010,tt1143896,holy rollers,2010,89.0,"Biography,Crime,Drama",5.9,4664
i spit on your grave,Anch.,93100.0,480000.0,2010,tt1242432,i spit on your grave,2010,108.0,"Horror,Thriller",6.3,68592
i'm still here,Magn.,409000.0,160000.0,2010,tt1356864,i'm still here,2010,108.0,"Comedy,Drama,Music",6.2,18606
i'm still here,Magn.,409000.0,160000.0,2010,tt1701997,i'm still here,2010,60.0,Unknown,7.1,14
i'm still here,Magn.,409000.0,160000.0,2010,tt2636364,i'm still here,2013,120.0,"Drama,Romance,Thriller",7.0,1127
the extra man,Magn.,453000.0,4500.0,2010,tt1361313,the extra man,2010,108.0,Comedy,5.9,4580
tiny furniture,IFC,392000.0,0.0,2010,tt1570989,tiny furniture,2010,98.0,"Comedy,Drama,Romance",6.2,13397
the tempest,Mira.,278000.0,68700.0,2010,tt1274300,the tempest,2010,110.0,"Comedy,Drama,Fantasy",5.4,7073
the tempest,Mira.,278000.0,68700.0,2010,tt1683003,the tempest,2010,131.0,Drama,7.8,94
the tempest,Mira.,278000.0,68700.0,2010,tt3840898,the tempest,2014,169.0,"Comedy,Drama",8.5,171
red hill,Strand,21100.0,300000.0,2010,tt1530983,red hill,2010,95.0,"Thriller,Western",6.4,7874
welcome to the rileys,Gold.,159000.0,158000.0,2010,tt1183923,welcome to the rileys,2010,110.0,Drama,7.0,22210
the girl on the train,Strand,208000.0,97100.0,2010,tt2387589,the girl on the train,2013,80.0,Thriller,4.4,819
the girl on the train,Strand,208000.0,97100.0,2010,tt3631112,the girl on the train,2016,112.0,"Crime,Drama,Mystery",6.5,150977
karthik calling karthik,Eros,286000.0,7100.0,2010,tt1373156,karthik calling karthik,2010,135.0,"Drama,Mystery,Thriller",7.0,9257
eyes wide open,NAV,26300.0,250000.0,2010,tt1692325,eyes wide open,2010,110.0,"Documentary,History",8.7,17
waste land,Arth.,188000.0,88700.0,2010,tt1268204,waste land,2010,99.0,Documentary,7.9,8007
